artist,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Megadeth,Tegan,F,18,Levine,152.65913999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Paranoid,200,1542770000000.0,80
Coldplay,Kate,F,16,Harrell,291.60444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,671,Speed Of Sound,200,1542770000000.0,97
Harmonia,Tegan,F,19,Levine,655.77751,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Sehr kosmisch,200,1542770000000.0,80
Eyehategod,Tegan,F,20,Levine,310.85669,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Anxiety Hangover,200,1542770000000.0,80
Entre RÃÂ­os,Tucker,M,1,Garrison,281.15546,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1540830000000.0,784,Hoy No,200,1542770000000.0,40
Rammstein,Tegan,F,21,Levine,289.2273,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Du Riechst So Gut,200,1542770000000.0,80
Delerium,Tegan,F,22,Levine,455.8624,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Drama,200,1542770000000.0,80
Gareth Emery,Tegan,F,27,Levine,478.92852999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,More Than Everything,200,1542770000000.0,80
Tevin Campbell,Tegan,F,28,Levine,286.69342,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,I'm Ready (Album Version),200,1542770000000.0,80
Hector Lavoe,Tegan,F,29,Levine,330.70975,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Hacha Y Machete,200,1542770000000.0,80
Alliance Ethnik,Tegan,F,30,Levine,195.94404,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,SinceritÃÂ© Et Jalousie,200,1542770000000.0,80
OneRepublic,Tegan,F,31,Levine,224.67872999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Secrets,200,1542770000000.0,80
Marea,Tegan,F,32,Levine,261.90322000000003,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Marea (version acustica),200,1542770000000.0,80
Mutemath,Tegan,F,33,Levine,72.95955,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Collapse (Album Version),200,1542770000000.0,80
Yeasayer,Tegan,F,34,Levine,241.89342000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Ambling Alp (DJ /Rupture & Brent Arnold Remix),200,1542770000000.0,80
Righteous Brothers,Tegan,F,35,Levine,225.27955,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,You've Lost That Lovin' Feelin',200,1542770000000.0,80
Katy Perry,Tegan,F,36,Levine,179.40853,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,I Kissed A Girl,200,1542770000000.0,80
The Crests,Tegan,F,37,Levine,182.88281,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,16 Candles,200,1542770000000.0,80
Anberlin,Tegan,F,38,Levine,215.24853,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Breathe,200,1542770000000.0,80
Coldplay,Kate,F,0,Harrell,296.80281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,What If,200,1542770000000.0,97
Johnnie Taylor,Tegan,F,39,Levine,269.06077,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Disco Lady,200,1542770000000.0,80
Xavier Rudd,Kate,F,1,Harrell,180.61016,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,My Missing,200,1542770000000.0,97
Richard Holmes,Tegan,F,40,Levine,213.99465,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,774,Flyjack,200,1542770000000.0,80
Telex,Kate,F,2,Harrell,205.63546000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Spike Jones,200,1542770000000.0,97
Jimi Hendrix,Kate,F,3,Harrell,393.19465,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Here He Comes (Lover Man),200,1542770000000.0,97
Manu KatchÃÂ©_ Mathias Eick_ Trygve Seim_ Marcin Wasilewski_ Slawomir Kurkiewicz,Kate,F,4,Harrell,298.78812,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Snapshot,200,1542770000000.0,97
John Michael Talbot,Kate,F,5,Harrell,210.49424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Holy Is His Name (For The Bride Album Version),200,1542770000000.0,97
John Legend,Kate,F,6,Harrell,278.77832,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,P.D.A. (We Just Don't Care),200,1542770000000.0,97
Mike Shiver,Kate,F,7,Harrell,400.29995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,On The Surface,200,1542770000000.0,97
Eminem / Dina Rae,Kate,F,8,Harrell,350.11872999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Superman,200,1542770000000.0,97
Amy Winehouse,Kate,F,9,Harrell,151.562,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Me & Mr Jones,200,1542770000000.0,97
Duncan Dhu,Kate,F,11,Harrell,202.91873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,No Puedo Evitar (Pensar En Ti),200,1542770000000.0,97
Sneaker Pimps,Kate,F,12,Harrell,250.67057000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Lightning Field,200,1542770000000.0,97
Trey Songz,Kate,F,13,Harrell,246.90892999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,LOL :-) [feat. Gucci Mane & Soulja Boy Tell 'Em] (Album Version),200,1542770000000.0,97
CÃÂ³mplices,Kate,F,14,Harrell,270.60200000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Es Por Ti,200,1542770000000.0,97
Taylor Swift,Kate,F,15,Harrell,201.06403999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Our Song,200,1542770000000.0,97
Amos Lee,Kate,F,16,Harrell,190.87628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Kid,200,1542780000000.0,97
Dead Kennedys,Kate,F,17,Harrell,188.42077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Kill The Poor,200,1542780000000.0,97
CafÃÂ© Tacvba,Kate,F,18,Harrell,174.41914,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,El ciclÃÂ³n,200,1542780000000.0,97
Thousand Foot Krutch,Kate,F,19,Harrell,208.74403999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Move,200,1542780000000.0,97
SOJA,Kate,F,20,Harrell,265.87383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Look within,200,1542780000000.0,97
Kings Of Leon,Kate,F,21,Harrell,201.79546000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Revelry,200,1542780000000.0,97
The Red Jumpsuit Apparatus,Amiya,F,0,Davidson,191.84281000000001,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Face Down (Album Version),200,1542780000000.0,65
Panic At The Disco,Kate,F,24,Harrell,259.29098,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Behind The Sea [Live In Chicago],200,1542780000000.0,97
Pavement,Amiya,F,1,Davidson,99.16036,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Mercy:The Laundromat,200,1542780000000.0,65
Lucinda Williams,Amiya,F,2,Davidson,254.79791,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Fancy Funeral,200,1542780000000.0,65
Alfredo Zitarrosa,Kate,F,25,Harrell,267.02322000000004,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Milonga En Do,200,1542780000000.0,97
First Aid Kit,Amiya,F,3,Davidson,187.97669,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Tangerine,200,1542780000000.0,65
Sam Cooke,Kate,F,26,Harrell,122.04363000000001,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Ain't Misbehavin,200,1542780000000.0,97
Thursday,Amiya,F,4,Davidson,235.62403999999998,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Autobiography Of A Nation (Album Version),200,1542780000000.0,65
Guns N' Roses,Kate,F,27,Harrell,184.0322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Live And Let Die,200,1542780000000.0,97
Enigma,Ryan,M,0,Smith,262.71302000000003,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,794,Knocking On Forbidden Doors,200,1542780000000.0,26
Dread Zeppelin,Kate,F,28,Harrell,217.49506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Dancin' On The Killing Floor,200,1542780000000.0,97
Sister Hazel,Amiya,F,5,Davidson,220.47302000000002,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Happy,200,1542780000000.0,65
The All-American Rejects,Kate,F,29,Harrell,233.27302000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Swing_ Swing,200,1542780000000.0,97
Evanescence,Ryan,M,1,Smith,237.11302,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,794,Bring Me To Life,200,1542780000000.0,26
BeyoncÃÂ©,Amiya,F,6,Davidson,256.522,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Hello,200,1542780000000.0,65
Tycho,Kate,F,30,Harrell,251.27138,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,The Daydream,200,1542780000000.0,97
No Te Va Gustar,Amiya,F,7,Davidson,35.86567,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,A La villa,200,1542780000000.0,65
Twista feat. Kayne West & Jamie Foxx,Amiya,F,8,Davidson,212.55791000000002,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),200,1542780000000.0,65
Incubus,Kate,F,31,Harrell,263.60118,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Are You In?,200,1542780000000.0,97
Cold,Amiya,F,9,Davidson,189.83138,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Stupid Girl,200,1542780000000.0,65
Wu-Tang Clan,Amiya,F,10,Davidson,214.85669,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Dog Sh*t,200,1542780000000.0,65
Cyndi Lauper,Kate,F,32,Harrell,228.88443999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Girls Just Want To Have Fun,200,1542780000000.0,97
Five Iron Frenzy,Amiya,F,11,Davidson,236.09423999999999,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Canada,200,1542780000000.0,65
Swirlies,Braden,M,0,Parker,391.23546,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1541000000000.0,749,House Of Pancake,200,1542780000000.0,74
The Knife,Kate,F,33,Harrell,292.54485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Silent Shout,200,1542780000000.0,97
Miley Cyrus,Amiya,F,12,Davidson,237.60934,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,I Miss You,200,1542780000000.0,65
Eddie Vedder,Kate,F,34,Harrell,151.77098,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Long Nights,200,1542780000000.0,97
Something Corporate,Braden,M,1,Parker,255.18975,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1541000000000.0,749,If You C Jordan,200,1542780000000.0,74
John Mayer,Amiya,F,13,Davidson,269.71383,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Heartbreak Warfare,200,1542780000000.0,65
DAVE MATTHEWS BAND,Kate,F,35,Harrell,577.74975,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,The Maker,200,1542780000000.0,97
Alice Cooper,Amiya,F,14,Davidson,207.17668999999998,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,School's Out,200,1542780000000.0,65
Victor Manuelle,Austin,M,0,Rosales,277.99465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541060000000.0,609,Por Ella,200,1542780000000.0,12
The Streets,Kate,F,36,Harrell,280.81587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,What Is He Thinking?,200,1542780000000.0,97
Make Do And Mend,Amiya,F,21,Davidson,200.12363,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,No Words,200,1542780000000.0,65
Sara Bareilles,Austin,M,1,Rosales,260.8322,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541060000000.0,609,Love Song,200,1542780000000.0,12
Jason Derulo,Kate,F,37,Harrell,222.61506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Whatcha Say,200,1542780000000.0,97
USS (Ubiquitous Synergy Seeker),Amiya,F,22,Davidson,307.61751,paid,"Longview, TX",PUT,NextSong,1540810000000.0,64,Man Makes The Zoo,200,1542780000000.0,65
Peter Bjorn And John,Kate,F,38,Harrell,276.89751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Blue period Picasso,200,1542780000000.0,97
Paramore,Kate,F,39,Harrell,267.65016,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,The Only Exception (Album Version),200,1542780000000.0,97
Empire Of The Sun,Kate,F,41,Harrell,413.59628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Walking On A Dream (Kaskade Remix (Edit)),200,1542780000000.0,97
Zac Brown Band,Kate,F,42,Harrell,167.99302,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Mary (Album),200,1542780000000.0,97
This Beautiful Republic,Kate,F,43,Harrell,172.48608000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Last Second Chance,200,1542780000000.0,97
Young MC,Kate,F,44,Harrell,291.36933999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Got More Rhymes,200,1542780000000.0,97
Man Man,Kate,F,45,Harrell,213.83791000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Engwish Bwudd,200,1542780000000.0,97
Alexi Murdoch,Kate,F,46,Harrell,155.95057,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Love You More,200,1542780000000.0,97
Miike Snow,Kate,F,47,Harrell,263.88853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Animal,200,1542780000000.0,97
The Black Angels,Kate,F,48,Harrell,231.81016,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Bloodhounds On My Trail,200,1542780000000.0,97
TV On The Radio,Kate,F,49,Harrell,255.73832000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Shout Me Out,200,1542780000000.0,97
Cat Stevens,Kate,F,50,Harrell,146.52036,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Portobello Road,200,1542780000000.0,97
Alanis Morissette,Kate,F,51,Harrell,275.56526,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Surrendering (Album Version),200,1542780000000.0,97
Mariah Carey,Kate,F,52,Harrell,652.40771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Anytime You Need A Friend,200,1542780000000.0,97
Pavement,Kynnedi,F,0,Sanchez,99.16036,free,"Cedar Rapids, IA",PUT,NextSong,1541080000000.0,631,Mercy:The Laundromat,200,1542780000000.0,89
The Rumble Strips,Kate,F,55,Harrell,152.00608,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Girls And Boys In Love,200,1542780000000.0,97
Marilyn Manson,Kate,F,56,Harrell,218.8273,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,The Beautiful People,200,1542780000000.0,97
Iration,Kate,F,57,Harrell,190.56281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Time Bomb,200,1542780000000.0,97
Camila,Kate,F,58,Harrell,308.00934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Coleccionista De Canciones,200,1542780000000.0,97
Evanescence,Kate,F,59,Harrell,290.01097999999996,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Lose Control,200,1542780000000.0,97
Uniikki,Kate,F,60,Harrell,220.00281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,Paa vauhtii,200,1542780000000.0,97
keller williams,Kate,F,61,Harrell,230.39955,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,797,221,200,1542790000000.0,97
The Avett Brothers,Mohammad,M,1,Rodriguez,271.0722,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,The Perfect Space,200,1542790000000.0,88
Tracy Bonham,Mohammad,M,2,Rodriguez,180.74077,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Mother Mother,200,1542790000000.0,88
Five Iron Frenzy,Mohammad,M,3,Rodriguez,236.09423999999999,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Canada,200,1542790000000.0,88
Radiohead,Mohammad,M,5,Rodriguez,231.91465,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,(Nice Dream),200,1542790000000.0,88
Colbie Caillat,Mohammad,M,6,Rodriguez,203.98975,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Magic,200,1542790000000.0,88
Fabolous / Ne-Yo,Mohammad,M,7,Rodriguez,253.59627999999998,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Make Me Better,200,1542790000000.0,88
Muse,Mohammad,M,8,Rodriguez,164.67546000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Minimum,200,1542790000000.0,88
GrÃÂ©gory Lemarchal,Mohammad,M,9,Rodriguez,239.20281,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Mon Ange,200,1542790000000.0,88
Counting Crows,Mohammad,M,10,Rodriguez,272.79627999999997,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Mr. Jones,200,1542790000000.0,88
Richard Ashcroft,Mohammad,M,11,Rodriguez,375.03955,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Money To Burn,200,1542790000000.0,88
In This Moment,Mohammad,M,12,Rodriguez,226.40281000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Prayers,200,1542790000000.0,88
Lionel Rogg,Mohammad,M,13,Rodriguez,172.38159,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,200,1542790000000.0,88
The O.C. Supertones,Mohammad,M,14,Rodriguez,199.8624,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Revolution,200,1542790000000.0,88
Radiohead,Mohammad,M,15,Rodriguez,291.21261,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,I Might Be Wrong,200,1542790000000.0,88
Eric Prydz vs Floyd,Mohammad,M,16,Rodriguez,201.1424,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Proper Education,200,1542790000000.0,88
Devin Townsend,Mohammad,M,17,Rodriguez,221.17832,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Christeen,200,1542790000000.0,88
Battles,Mohammad,M,18,Rodriguez,511.92118,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,TRAS,200,1542790000000.0,88
Lloyd,Matthew,M,3,Jones,225.98485,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Party All Over Your Body,200,1542790000000.0,36
Kruiz,Mohammad,M,19,Rodriguez,433.31872999999996,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Possessed,200,1542790000000.0,88
Anthony Hamilton,Matthew,M,4,Jones,232.54158999999999,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Can't Let Go,200,1542790000000.0,36
Rob Zombie,Matthew,M,5,Jones,220.13342000000003,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Superbeast,200,1542790000000.0,36
Sheryl Crow,Mohammad,M,20,Rodriguez,298.78812,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Picture,200,1542790000000.0,88
Inimigos Da HP,Matthew,M,7,Jones,250.56607999999997,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Caca E Cacador,200,1542790000000.0,36
Yellowcard,Mohammad,M,21,Rodriguez,227.21261,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Space Travel,200,1542790000000.0,88
The Pussycat Dolls,Matthew,M,8,Jones,235.83302,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,How Many Times_ How Many Lies,200,1542790000000.0,36
Justin Bieber,Mohammad,M,22,Rodriguez,214.67382999999998,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,One Time,200,1542790000000.0,88
Bombay Bicycle Club,Matthew,M,9,Jones,245.75955,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Always Like This,200,1542790000000.0,36
B.o.B,Mohammad,M,23,Rodriguez,269.63546,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Nothin' On You [feat. Bruno Mars] (Album Version),200,1542790000000.0,88
Death Cab for Cutie,Matthew,M,10,Jones,119.40526000000001,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,You Can Do Better Than Me (Album Version),200,1542790000000.0,36
BeyoncÃÂ©,Matthew,M,11,Jones,301.13914,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Me_ Myself And I,200,1542790000000.0,36
BjÃÂ¶rk,Mohammad,M,24,Rodriguez,185.46893,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Cover Me,200,1542790000000.0,88
Audioslave,Colm,M,0,Santana,295.47057,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1540860000000.0,787,Like A Stone,200,1542790000000.0,67
Rogue Wave,Layla,F,0,Griffin,223.58158999999998,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Publish My Love (Album Version),200,1542790000000.0,24
Lily Allen,Mohammad,M,25,Rodriguez,199.88853,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Not Fair,200,1542790000000.0,88
Jack Johnson,Matthew,M,12,Jones,223.37261,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Sleep Through The Static,200,1542790000000.0,36
Alicia Keys featuring Tony! Toni! TonÃÂ©! and Jermaine Paul,Layla,F,2,Griffin,284.15955,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Diary,200,1542790000000.0,24
Professor Longhair,Mohammad,M,26,Rodriguez,179.77424,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Hey Little Girl,200,1542790000000.0,88
Helloween,Matthew,M,13,Jones,266.10893,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Murderer,200,1542790000000.0,36
Arcade Fire,Mohammad,M,27,Rodriguez,267.80689,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Headlights Look Like Diamonds,200,1542790000000.0,88
Charlie Hall,Layla,F,3,Griffin,286.82403999999997,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Your Glory Endures Forever (Flying Into Daybreak Album Version),200,1542790000000.0,24
Big Daddy Weave,Matthew,M,15,Jones,265.76934,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,You're Worthy Of My Praise - Album Version,200,1542790000000.0,36
The Gerbils,Mohammad,M,28,Rodriguez,27.01016,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,(iii),200,1542790000000.0,88
Pretenders,Mohammad,M,29,Rodriguez,181.83791000000002,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Love's a Mystery (LP Version),200,1542790000000.0,88
Robert Palmer,Layla,F,4,Griffin,227.97016000000002,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Casting A Spell (Remixed) (1998 Digital Remaster),200,1542790000000.0,24
Blind Blake,Matthew,M,16,Jones,169.40363,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,Hes In The Jailhouse Now,200,1542790000000.0,36
Fall Out Boy,Mohammad,M,31,Rodriguez,229.0673,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Sugar_ We're Goin Down,200,1542790000000.0,88
Insane Clown Posse,Layla,F,5,Griffin,192.44363,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Superballs,200,1542790000000.0,24
Dwight Yoakam,Lily,F,0,Koch,239.3073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,764,You're The One,200,1542790000000.0,15
Modjo,Mohammad,M,33,Rodriguez,305.44934,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Lady (Hear Me Tonight),200,1542790000000.0,88
Bill Medley & Jennifer Warnes,Layla,F,6,Griffin,290.32444,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,(I've Had) The Time Of My Life,200,1542790000000.0,24
Dilated Peoples Featuring Kanye West,Matthew,M,18,Jones,245.15873,paid,"Janesville-Beloit, WI",PUT,NextSong,1541060000000.0,728,This Way,200,1542790000000.0,36
Donavon Frankenreiter,Lily,F,1,Koch,362.03057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,764,Fool,200,1542790000000.0,15
Cher,Mohammad,M,34,Rodriguez,166.94812,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,I Go To Sleep (2005 Digital Remaster),200,1542790000000.0,88
Black Eyed Peas,Layla,F,7,Griffin,257.54077,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,739,Imma Be,200,1542790000000.0,24
Tab Benoit,Mohammad,M,35,Rodriguez,221.09995,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,744,Jambalaya,200,1542790000000.0,88
Staff Benda Bilili,Lily,F,2,Koch,405.05424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,764,Marguerite,200,1542790000000.0,15
